"","Estimate","2.5%","97.5%","p_value","WTP","WTP_p_value"
"b_occupation_mid",0.089844210714123,-0.0334155456030302,0.213103967031276,"0.0765566664516039",180.536066741561,"0.17253275212592"
"b_insurance_2l",-0.30404392310926,-0.516423481894433,-0.0916643643240865,"0.00250883744758279",-610.956382815559,"0.0127765059484649"
"b_income_high",0.11797631467714,-0.0699446054029574,0.305897234757238,"0.109262296665488",237.065690167252,"0.239869075450663"
"b_income_mid",0.088019061320936,-0.0748460865056496,0.250884209147522,"0.144743972887893",176.868548377911,"0.30716621439543"
"b_chronic_2l",-0.353240347937294,-0.542113045026826,-0.164367650847762,"<0.001",-709.813381676188,"0.00312096385528847"
"b_hasvaccined_2l",0.643717715794403,0.538505880145043,0.748929551443763,"<0.001",1293.5086587957,"<0.001"
"b_depression_2l",0.203319066164722,0.0962483012519369,0.310389831077507,"<0.001",408.556368932251,"0.00313516538952996"
"b_price_gender_2l",-2.78030235974923e-06,-6.79160042038099e-05,6.23553994843114e-05,"0.46666313833989",-0.00558683579489116,"0.933553548107139"
"b_risk2_gender_2l",-0.0239163534676106,-0.0544526870251732,0.00661998008995204,"0.0623841943958375",-48.0583484625635,"0.14734606176803"
"b_risk3_gender_2l",-0.0276147938652009,-0.0583902174012617,0.00316062967086002,"0.0393162707094401",-55.4901226097439,"0.102099897702225"
"b_duration2_gender_2l",-0.00259209781861536,-0.029311533853061,0.0241273382158303,"0.424599936022293",-5.20865107570739,"0.84946568116185"
"b_duration3_gender_2l",0.0363532059465826,0.00308640084772586,0.0696200110454394,"0.0161046309501588",73.0493903043469,"0.0487630856899375"
"b_efficacy2_gender_2l",-0.00258493726879366,-0.0313136380630827,0.0261437635254953,"0.430008431110524",-5.19426241905115,"0.860170952917521"
"b_efficacy3_gender_2l",0.0344579475796061,0.00133296199136628,0.0675829331678459,"0.020733314888717",69.240992542117,"0.0610790206213543"
"b_oral_gender_2l",-0.00575797407073365,-0.0307348424168049,0.0192188942753376,"0.325693948480985",-11.5702723956007,"0.652134967688885"
"b_dose2_gender_2l",0.00596178548114564,-0.0174604952455419,0.0293840662078332,"0.308932301867654",11.9798180981047,"0.619872462837799"
"b_dose3_gender_2l",-4.16595252912518e-05,-0.0229656011526834,0.0228822821021009,"0.49857903866249",-0.0837120920604952,"0.997158072114776"
"b_imported_gender_2l",-0.0196854920025606,-0.0498378498621601,0.0104668658570389,"0.100343518782939",-39.5567089940063,"0.214013579336516"
"b_price_age_high",0.000242252382993384,0.000118958669554936,0.000365546096431832,"<0.001",0.486790323347132,"0.00108482057268811"
"b_risk2_age_high",0.0505173517106279,-0.00759072485547194,0.108625428276728,"0.0441969299731357",101.511315059092,"0.10220495529965"
"b_risk3_age_high",0.0403282636381149,-0.0171764429040239,0.0978329701802537,"0.0846386016428117",81.03700881639,"0.182513576328569"
"b_duration2_age_high",-0.00164909580694961,-0.052071304334231,0.0487731127203317,"0.474444473270075",-3.31375019381057,"0.94890416274022"
"b_duration3_age_high",-0.0737719917073618,-0.136006320129446,-0.0115376632852774,"0.0100809034846636",-148.23999356972,"0.03428559990019"
"b_efficacy2_age_high",-0.0264213221342952,-0.0811293842423164,0.028286739973726,"0.171929763032179",-53.0919192046237,"0.352051650161756"
"b_efficacy3_age_high",-0.0620729430195256,-0.124974323580425,0.000828437541373635,"0.0265473170473107",-124.731520203078,"0.0693907551866394"
"b_oral_age_high",-0.0134920880524801,-0.0616148445204654,0.0346306684155053,"0.291327247568219",-27.11146872753,"0.585488739702109"
"b_dose2_age_high",-0.0141352053836625,-0.0584700304418082,0.0301996196744833,"0.26602085344439",-28.4037709527056,"0.535799336230847"
"b_dose3_age_high",0.0278463706476886,-0.0157457581451296,0.0714384994405068,"0.105282682094123",55.9554610119258,"0.223159269961089"
"b_imported_age_high",0.073127296330665,0.0140424636813033,0.132212128980027,"0.00763774157698505",146.944520365268,"0.0295730180749347"
"b_price_age_mid",3.49937148469696e-05,-7.53834934466328e-05,0.000145370923140572,"0.267174125410969",0.0703175818334009,"0.535968055028598"
"b_risk2_age_mid",-0.0327426277345998,-0.0848922435336849,0.0194069880644854,"0.109239646927762",-65.7941694740559,"0.234225001637999"
"b_risk3_age_mid",-0.0691292965760674,-0.120895647078093,-0.0173629460740416,"0.00443070258509215",-138.910801277619,"0.020221764525826"
"b_duration2_age_mid",0.0110439329807441,-0.0347996990208648,0.0568875649823529,"0.318404880549869",22.1920611896201,"0.638232200786241"
"b_duration3_age_mid",0.00299261310321511,-0.0540053940473533,0.0599906202537835,"0.459018948121453",6.01346035141679,"0.918076982868986"
"b_efficacy2_age_mid",-0.0119868745436691,-0.0614662353514647,0.0374924862641265,"0.317457261523548",-24.0868406037251,"0.635956241428273"
"b_efficacy3_age_mid",-0.00575844685519485,-0.0626926160614148,0.0511757223510251,"0.42143057895775",-11.5712224250613,"0.842917022144151"
"b_oral_age_mid",-0.0315491561059768,-0.0752969269407909,0.0121986147288374,"0.0787619850027677",-63.395966274466,"0.175438863988545"
"b_dose2_age_mid",-0.0171658121676396,-0.0565558257737404,0.0222242014384611,"0.196515206676551",-34.4935771213018,"0.401237952282914"
"b_dose3_age_mid",0.00863291296284325,-0.0303004438876651,0.0475662698133516,"0.331928620198776",17.3472741142236,"0.664588053751165"
"b_imported_age_mid",0.0405816477050938,-0.0117913536919339,0.0929546491021214,"0.0644197568880869",81.5461675308329,"0.146035591603547"
"b_price_education_high",-0.000232779130327162,-0.000391136013665717,-7.44222469886067e-05,"0.00198158063885245",-0.467754441546682,"0.0234481712576236"
"b_risk2_education_high",-0.00989535529212086,-0.083091174707687,0.0633004641234453,"0.395517108695066",-19.8840694269572,"0.791971313916178"
"b_risk3_education_high",-0.00454255308647925,-0.0779349864239259,0.0688498802509674,"0.451722726309268",-9.12796340108298,"0.903627093629845"
"b_duration2_education_high",0.00444453871392033,-0.0588518160878419,0.0677408935156826,"0.445268554421283",8.93100992834077,"0.890478211034575"
"b_duration3_education_high",0.0669864844848067,-0.0122744151659659,0.146247384135579,"0.048816153032726",134.60496049336,"0.117554622676388"
"b_efficacy2_education_high",0.0310636874247076,-0.0378334002281485,0.0999607750775637,"0.188431628581962",62.4204487030397,"0.382961652797012"
"b_efficacy3_education_high",0.0414890117401488,-0.0384968622891167,0.121474885769414,"0.154661973014695",83.3694562290087,"0.323504376530626"
"b_oral_education_high",0.0176745827444318,-0.0427043452517858,0.0780535107406494,"0.283073338169842",35.5159183281288,"0.568678045313283"
"b_dose2_education_high",0.0128115592236757,-0.0427217213390783,0.0683448397864296,"0.325575132381719",25.7439905441275,"0.65335716947564"
"b_dose3_education_high",-0.030672479696883,-0.0855176945109531,0.0241727351171872,"0.136513057195137",-61.634342354072,"0.283191098543573"
"b_imported_education_high",-0.0981165848982263,-0.171238484131459,-0.0249946856649931,"0.00427020909197062",-197.158861754637,"0.0183990065410432"
"b_price_education_mid",-1.78431644200952e-05,-0.000153065281529764,0.000117378952689574,"0.397961897767823",-0.0358546721822397,"0.800117503144631"
"b_risk2_education_mid",0.00371739560912909,-0.0591918137982285,0.0666266050164866,"0.453898753263929",7.46986340533369,"0.907639503956441"
"b_risk3_education_mid",0.00780089442996798,-0.0554433343812613,0.0710451232411972,"0.404485840401466",15.6753872760239,"0.80842087876107"
"b_duration2_education_mid",0.000827680752128033,-0.0537241481597268,0.0553795096639828,"0.488138279330941",1.6631703514248,"0.976270727319139"
"b_duration3_education_mid",0.0216509768107213,-0.0470146810883753,0.090316634709818,"0.2682888299494",43.5062221978644,"0.540505271306516"
"b_efficacy2_education_mid",0.0465472273109471,-0.0124330784630205,0.105527533084915,"0.0609554290166785",93.5336096744494,"0.136674903640074"
"b_efficacy3_education_mid",0.029154959726796,-0.0393308867264088,0.0976408061800008,"0.202035701986133",58.5849852010218,"0.414758196830988"
"b_oral_education_mid",0.00571789391425152,-0.0468729909619277,0.0583087787904308,"0.41562634677742",11.4897339418912,"0.831389191020879"
"b_dose2_education_mid",0.0289124174706985,-0.0186438219037465,0.0764686568451434,"0.116712023483961",58.0976123966258,"0.249465088231832"
"b_dose3_education_mid",-0.0151680072939986,-0.0626622297534026,0.0323262151654054,"0.265675667807031",-30.4791188591894,"0.533863683217659"
"b_imported_education_mid",-0.0530513299678096,-0.114905084215196,0.00880242427957634,"0.0463774768384397",-106.603178676392,"0.106163082907411"
"b_price_marriage_2l",0.000161898381036259,7.91015150431334e-05,0.000244695247029385,"<0.001",0.325324210561719,"<0.001"
"b_risk2_marriage_2l",0.112333753392482,0.0736118150104067,0.151055691774557,"<0.001",225.727332218716,"<0.001"
"b_risk3_marriage_2l",0.0689036718783034,0.0302483984612048,0.107558945295402,"<0.001",138.457423200498,"0.00294934437397476"
"b_duration2_marriage_2l",-0.00254581345505501,-0.0365349313369349,0.0314433044268249,"0.441643779117051",-5.11564567355175,"0.883475495708863"
"b_duration3_marriage_2l",-0.0424103352104758,-0.0845234602396283,-0.000297210181323192,"0.0242024559224437",-85.2207954995909,"0.064497553983751"
"b_efficacy2_marriage_2l",-0.0229750756214003,-0.0591275731105702,0.0131774218677696,"0.106461890252398",-46.1669121784107,"0.230080160796782"
"b_efficacy3_marriage_2l",-0.0608123835673587,-0.102164657442654,-0.0194601096920639,"0.00197385430578068",-122.198508408782,"0.0112307700873476"
"b_oral_marriage_2l",0.0203555929700896,-0.0111692484004899,0.0518804343406691,"0.102837310895403",40.9032330720278,"0.21924704366471"
"b_dose2_marriage_2l",0.0062796387206364,-0.0235597035640153,0.0361189810052881,"0.33999708696407",12.6185233992321,"0.680677922983765"
"b_dose3_marriage_2l",-0.00474950504982258,-0.034041339072184,0.0245423289725389,"0.375319439088717",-9.54381983934958,"0.75111120417209"
"b_imported_marriage_2l",0.00620350710543127,-0.0316822397767993,0.0440892539876618,"0.374131941844335",12.4655418965336,"0.74925474492024"
"b_price_residence_2l",-1.78433631021846e-05,-8.54980513914198e-05,4.98113251870507e-05,"0.302604519123225",-0.035855071420907,"0.610665157387783"
"b_risk2_residence_2l",-0.00177858429890842,-0.0336193954501597,0.0300622268523428,"0.456410528821561",-3.57394885147283,"0.912908567582547"
"b_risk3_residence_2l",-0.0305752988949626,-0.0624899591226506,0.00133936133272527,"0.0302104068404984",-61.439063887023,"0.080594139051907"
"b_duration2_residence_2l",-0.00355571239913607,-0.0313848598730404,0.0242734350747683,"0.401129988375853",-7.14497156691386,"0.802776331261567"
"b_duration3_residence_2l",0.0404215221817808,0.0059329800436709,0.0749100643198907,"0.010805625441508",81.2244057619434,"0.0364245478912109"
"b_efficacy2_residence_2l",0.00230044365163021,-0.0277276654290491,0.0323285527323095,"0.440322267702624",4.62259109768803,"0.880706650439934"
"b_efficacy3_residence_2l",0.00160227780460442,-0.0328738385104357,0.0360783941196445,"0.463710800178185",3.21967247941011,"0.927458373205268"
"b_oral_residence_2l",0.0092355730706949,-0.0168068602406084,0.0352780063819982,"0.243504797086353",18.5582801945128,"0.490070254833043"
"b_dose2_residence_2l",0.00913523538128302,-0.0153716359296219,0.033642106692188,"0.232511604464091",18.3566581684704,"0.469811025835723"
"b_dose3_residence_2l",0.0055225859552922,-0.0187119449583943,0.0297571168689787,"0.327568120386525",11.0972753690619,"0.656597908220872"
"b_imported_residence_2l",-0.0303883525619837,-0.0619059812576892,0.00112927613372175,"0.0293964707363265",-61.0634074548555,"0.0755687198539573"
"b_price_occupation_high",-7.67648513389272e-05,-0.000209592669050883,5.60629663730282e-05,"0.128666531724649",-0.154253949303737,"0.320193699592641"
"b_risk2_occupation_high",-0.0112356361639762,-0.0743408223966811,0.0518695500687288,"0.363558144352419",-22.5772762013328,"0.730910295041922"
"b_risk3_occupation_high",-0.082812524431496,-0.144604893958209,-0.0210201549047829,"0.00431095805345272",-166.40635294102,"0.0268660665222487"
"b_duration2_occupation_high",0.00416566117159268,-0.051103608717221,0.0594349310604064,"0.441280664625",8.37062374213909,"0.882267311997171"
"b_duration3_occupation_high",0.131936283428852,0.0640866012726773,0.199785965585027,"<0.001",265.117334566339,"0.0028693724594282"
"b_efficacy2_occupation_high",0.0727833534080999,0.0139454374195008,0.131621269396699,"0.00766466128425369",146.253389551942,"0.0257639753933219"
"b_efficacy3_occupation_high",0.10056865561444,0.0322963591054863,0.168840952123394,"0.00194387255744999",202.086137524091,"0.0147263773332209"
"b_oral_occupation_high",0.0186061872984859,-0.0336354180818267,0.0708477926787984,"0.24257173962637",37.3879167642062,"0.48862858399048"
"b_dose2_occupation_high",-0.018491746124673,-0.0673228109151652,0.0303393186658191,"0.228978493365767",-37.1579547084517,"0.46043532323515"
"b_dose3_occupation_high",-0.0396351350450954,-0.0866713859512644,0.00740111586107363,"0.0493116050503231",-79.6442122306643,"0.115100208204904"
"b_imported_occupation_high",-0.13650357603404,-0.201349685730623,-0.0716574663374576,"<0.001",-274.295010412612,"0.001159114560229"
"b_price_occupation_mid",5.27479761695268e-05,-2.40705893650533e-05,0.000129566541704107,"0.0891799264226916",0.10599360905429,"0.168415742857343"
"b_risk2_occupation_mid",-0.0163904752495065,-0.051897205560161,0.0191162550611479,"0.182798721950212",-32.9355882816573,"0.378040234088738"
"b_risk3_occupation_mid",-0.0177582188698928,-0.0533691758718745,0.0178527381320888,"0.164190306161546",-35.6839796534854,"0.340212888838711"
"b_duration2_occupation_mid",-0.00791908212302745,-0.0391263826872835,0.0232882184412286,"0.309469267286424",-15.9128777172289,"0.621982265020931"
"b_duration3_occupation_mid",0.0233382160170644,-0.0156004030041094,0.0622768350382381,"0.120052923707137",46.8966190586545,"0.253707251903218"
"b_efficacy2_occupation_mid",0.0382436221004472,0.00441606509977872,0.0720711791011156,"0.0133515671100436",76.8480579559485,"0.0410347688258539"
"b_efficacy3_occupation_mid",0.0498959484278294,0.0112294699945592,0.0885624268610996,"0.00571656234707696",100.262645794317,"0.0247696950695719"
"b_oral_occupation_mid",0.011902057987111,-0.0174019106297214,0.0412060266039434,"0.212999694329947",23.9164072792643,"0.430672390664848"
"b_dose2_occupation_mid",-0.0101594293588456,-0.0374446908061814,0.0171258320884902,"0.23276370756322",-20.4147089968971,"0.468869618242167"
"b_dose3_occupation_mid",-0.009314904323116,-0.0363440994037382,0.0177142907575062,"0.249694869645226",-18.7176911589806,"0.502820685615925"
"b_imported_occupation_mid",-0.0120969068467778,-0.0470197792209435,0.022825965527388,"0.248597313386796",-24.3079433220845,"0.500631656417552"
"b_price_insurance_2l",-0.000167300138550904,-0.000284280311744395,-5.0319965357413e-05,"0.00253102584465326",-0.33617868907997,"0.0404917576378016"
"b_risk2_insurance_2l",0.0177180007563872,-0.0382699867405325,0.0737059882533069,"0.267546050586259",35.6031639841578,"0.52948265034603"
"b_risk3_insurance_2l",-0.00071360118543363,-0.0547960415191928,0.0533688391483256,"0.489684054648429",-1.43393492153025,"0.979382488964818"
"b_duration2_insurance_2l",-0.0129982880550975,-0.0618809339890511,0.0358843578788561,"0.301124119355315",-26.1192099211378,"0.607179765204396"
"b_duration3_insurance_2l",0.0213521427815411,-0.0386830499292791,0.0813873354923614,"0.242875850431559",42.9057347562373,"0.492402407840014"
"b_efficacy2_insurance_2l",-0.000304332599931284,-0.0521296367520354,0.0515209715521728,"0.495408493692365",-0.611536460013559,"0.990817936504"
"b_efficacy3_insurance_2l",-0.0363944163223246,-0.0983392506526997,0.0255504180080506,"0.124755769143706",-73.1321998597569,"0.254803989926925"
"b_oral_insurance_2l",0.00435705000183198,-0.0416678360795101,0.0503819360831741,"0.426401019011406",8.75520708206754,"0.852874619566264"
"b_dose2_insurance_2l",0.00394466421033466,-0.0397433636141951,0.0476326920348644,"0.429766610855752",7.92654479893025,"0.859752184383419"
"b_dose3_insurance_2l",-0.0197405528394737,-0.0614311530813722,0.0219500474024247,"0.176691992464447",-39.6673501454927,"0.360649118863275"
"b_imported_insurance_2l",-0.0181906840368517,-0.0740236383632619,0.0376422702895584,"0.261552307491217",-36.5529901286725,"0.524284381621948"
"b_price_income_high",2.88675682782138e-05,-8.17725276556274e-05,0.000139507664212055,"0.304541669762873",0.0580074908769046,"0.598309474714382"
"b_risk2_income_high",-0.0328806843677524,-0.0847431765456191,0.0189818078101142,"0.107005415709605",-66.0715852511979,"0.237656694798128"
"b_risk3_income_high",-0.0587807382459498,-0.111422070282637,-0.00613940620926277,"0.0143148212581788",-118.116049979622,"0.0510169206969117"
"b_duration2_income_high",-0.0168291818616129,-0.0613542515237403,0.0276958878005145,"0.229404506092105",-33.8171405327557,"0.466992034034447"
"b_duration3_income_high",0.0929837615676269,0.0370012505503959,0.148966272584858,"<0.001",186.844788894291,"0.00637739321562547"
"b_efficacy2_income_high",0.102826840730963,0.0537494278980478,0.151904253563879,"<0.001",206.623812858661,"0.00117815887073802"
"b_efficacy3_income_high",0.168136108310019,0.110900784941265,0.225371431678773,"<0.001",337.858515648937,"<0.001"
"b_oral_income_high",0.0217458946369005,-0.0201151351550815,0.0636069244288826,"0.154301279266292",43.696953363132,"0.318840347435429"
"b_dose2_income_high",-0.0091046142241062,-0.0498064368507616,0.0315972084025492,"0.330538940927533",-18.2951269553645,"0.662209626268543"
"b_dose3_income_high",-0.0265804915200118,-0.0658574107228825,0.012696427682859,"0.0923540389898991",-53.4117596775327,"0.19868749134003"
"b_imported_income_high",-0.0027932116608208,-0.0547501957101143,0.0491637723884727,"0.458041974039454",-5.61277619128755,"0.916069504217651"
"b_price_income_mid",-2.01325574575998e-05,-0.000115924330630285,7.56592157150849e-05,"0.340196963267049",-0.0404550577934144,"0.690049241522822"
"b_risk2_income_mid",-0.0106618016609078,-0.0554414115716985,0.0341178082498829,"0.320372419024902",-21.4241932890214,"0.645543432771253"
"b_risk3_income_mid",-0.0281541450510267,-0.0729276436249854,0.0166193535229321,"0.10889046657909",-56.5739135508344,"0.241956618886675"
"b_duration2_income_mid",-0.0191546273875438,-0.0574217505603838,0.0191124957852962,"0.163281345485527",-38.489971262041,"0.340542819854309"
"b_duration3_income_mid",0.0262051346499561,-0.0206678261613767,0.0730780954612889,"0.136593755163273",52.6575045908038,"0.286114726563888"
"b_efficacy2_income_mid",0.0277030078445243,-0.0138901579786028,0.0692961736676514,"0.0958735158310207",55.6673828331027,"0.203763811726229"
"b_efficacy3_income_mid",0.0812229581677546,0.0338643309156089,0.1285815854199,"<0.001",163.212223471798,"0.00609406961008641"
"b_oral_income_mid",0.00390038963530731,-0.0323795186732789,0.0401802979438935,"0.416555884949608",7.83757793541665,"0.833341911777216"
"b_dose2_income_mid",0.0202093570400713,-0.0148961452075856,0.0553148592877283,"0.129596178203732",40.6093815326582,"0.270197607359975"
"b_dose3_income_mid",-0.0022909605097805,-0.0360079573302883,0.0314260363107273,"0.447028205855812",-4.60353534421998,"0.894125327352428"
"b_imported_income_mid",0.0422167573495596,-0.002593063732535,0.0870265784316543,"0.032406599755174",84.8318134456527,"0.0850901365445189"
"b_price_chronic_2l",0.000120682425587658,1.74218073850803e-06,0.000239622670436807,"0.0233686752995531",0.242503443096105,"0.0619611238175335"
"b_risk2_chronic_2l",0.105477525717977,0.0488323512696324,0.162122700166321,"<0.001",211.950191018396,"0.00298034877136533"
"b_risk3_chronic_2l",0.106478258528956,0.0509501961585525,0.16200632089936,"<0.001",213.961098166641,"0.00242141555628517"
"b_duration2_chronic_2l",0.0535583914801986,0.00538429990078091,0.101732483059616,"0.0146649298503254",107.622085630052,"0.0465765493918902"
"b_duration3_chronic_2l",-0.0731332973586641,-0.13321502413803,-0.0130515705792979,"0.00852268758936603",-146.95657903864,"0.0305878349105725"
"b_efficacy2_chronic_2l",-0.0154902134561607,-0.0671639948621487,0.0361835679498273,"0.27842154133978",-31.1265710737983,"0.560031780482014"
"b_efficacy3_chronic_2l",-0.10392003863161,-0.162896806537111,-0.044943270726109,"<0.001",-208.820522558531,"0.00449999105057453"
"b_oral_chronic_2l",0.0226283759197859,-0.0235088230030205,0.0687655748425922,"0.168205508586963",45.4702417978438,"0.343920086769429"
"b_dose2_chronic_2l",-0.0392039618816561,-0.0811430050485171,0.00273508128520485,"0.0334650077544036",-78.777797952069,"0.0841767066089844"
"b_dose3_chronic_2l",0.0254946153036561,-0.0168241144169994,0.0678133450243117,"0.118847797482799",51.2297624234989,"0.249733125790777"
"b_imported_chronic_2l",0.0676438145676458,0.0130236966858125,0.122263932449479,"0.00760582487529049",135.925822313653,"0.0299198386714661"
"b_price_hasvaccined_2l",2.07269915591104e-05,-4.552913198307e-05,8.69831151012908e-05,"0.269892498606574",0.0416495342518392,"0.533075481778471"
"b_risk2_hasvaccined_2l",0.0295792410825894,-0.00152306977525897,0.0606815519404378,"0.0311618911755034",59.4375508427908,"0.075355720169231"
"b_risk3_hasvaccined_2l",0.0313024989010611,-0.000217582767988035,0.0628225805701101,"0.0258012918677237",62.9003247494862,"0.0659264198853391"
"b_duration2_hasvaccined_2l",-0.0163476369612424,-0.0436329685760428,0.010937694653558,"0.120140268309255",-32.8495075424791,"0.252897114109823"
"b_duration3_hasvaccined_2l",-0.0036753494250646,-0.0377740614228081,0.0304233625726789,"0.416343814667801",-7.38537434775102,"0.832775508290618"
"b_efficacy2_hasvaccined_2l",0.0171742586031712,-0.0123583646815502,0.0467068818878927,"0.127187326358227",34.5105496812112,"0.265982809009743"
"b_efficacy3_hasvaccined_2l",0.039137159425056,0.00512459291707018,0.0731497259330418,"0.0120582835542593",78.6435627835767,"0.0407958184666568"
"b_oral_hasvaccined_2l",-0.0230260177625596,-0.0485465561324361,0.0024945206073169,"0.0384981886940896",-46.2692770800909,"0.0927959730855878"
"b_dose2_hasvaccined_2l",0.0292550901488815,0.00525577258617225,0.0532544077115907,"0.00844278984617386",58.7861907369244,"0.0303125759220473"
"b_dose3_hasvaccined_2l",-0.00543746228780586,-0.0291487708728361,0.0182738462972244,"0.326550757440057",-10.926224925272,"0.654028958168009"
"b_imported_hasvaccined_2l",-0.0660497272547389,-0.0975091452627764,-0.0345903092467013,"<0.001",-132.722608091753,"0.00116986521227367"
"b_price_depression_2l",-0.000158129732483576,-0.000224672604943238,-9.1586860023914e-05,"<0.001",-0.317751357717615,"0.00175544068032289"
"b_risk2_depression_2l",-0.0493807657327843,-0.0803626510812239,-0.0183988803843447,"<0.001",-99.2274198551333,"0.00949805255728618"
"b_risk3_depression_2l",-0.0338761401263918,-0.0651546691509935,-0.00259761110179019,"0.0168880505765574",-68.0718885078187,"0.0545955138965397"
"b_duration2_depression_2l",0.00108575428805036,-0.0258582904143573,0.028029798990458,"0.468524285450751",2.18175224707698,"0.937023894800167"
"b_duration3_depression_2l",0.0165229979263407,-0.0170082666641383,0.0500542625168196,"0.167072242390588",33.2018839354287,"0.344744625355161"
"b_efficacy2_depression_2l",0.00492917119636361,-0.0241258202484236,0.0339841626411508,"0.369753097800589",9.90484721290334,"0.740121696802286"
"b_efficacy3_depression_2l",0.0237943276392754,-0.00973243257524429,0.0573210878537951,"0.0821113487605345",47.8131455394881,"0.184850219280748"
"b_oral_depression_2l",-0.0115875486307231,-0.0367694086442153,0.0135943113827692,"0.183558598652109",-23.2844212925837,"0.374883699507714"
"b_dose2_depression_2l",-0.0124844131197553,-0.0362105478602291,0.0112417216207185,"0.151197734561521",-25.0866118395658,"0.311322425482032"
"b_dose3_depression_2l",0.00789999106905151,-0.0155841952739565,0.0313841774120595,"0.254843726228397",15.8745154925806,"0.513157194551322"
"b_imported_depression_2l",0.0544324569110035,0.02376303697942,0.0851018768425869,"<0.001",109.3784629603,"0.00411239734731983"
"lambda_PT",0.618067731398431,0.575857510674799,0.660277952122063,"<0.001",1241.96669234039,"<0.001"
